Barragem_Nome,Barragem_Altura_AcimaNivelTerreno,Barragem_Capacidade,Barragem_Principal_Tipo_material,Barragem_Principal_comprimento,Uso_principal,Barragem_UF,Barragem_Municipio,Barragem_Categoria_Risco,Barragem_Dano_Potencial_Associado,TemPAE,TemPlanoSeguranca,TemRevisaoPeriodica,TemProjetoExecutivo,TemProjetoComo construido,TemProjetoBasico,TemProjetoConceitual,TemEclusa,Barragem_FasedeVida,ReguladaPNSB,Submetida à algum regulamento?,Houve alguma fiscalização no período deste RSB?
BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVB,2.0,0.0046,rejeito,294.0,contenção de rejeitos de mineração,MG,UBERABA,não se aplica,baixo,sim,não,não,não,não,não,não,não,operação,não,sim,Não
BACIA DE SEDIMENTO DA USINA DE TRATAMENTO,4.78,0.0529123,terra-enrocamento,258.0,contenção de rejeitos de mineração,BA,BRUMADO,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
105-I,8.14,0.0084,terra,60.0,contenção de rejeitos de mineração,MG,ITABIRA,não se aplica,baixo,sim,não,não,sim,não,não,não,não,inativa,não,sim,Não
BARRAGEM USINA BENEFICIAMENTO L7 - IIA,2.0,0.0071,rejeito,366.0,contenção de rejeitos de mineração,MG,UBERABA,não se aplica,baixo,sim,não,não,não,não,não,não,não,operação,não,sim,Não
BARRAGEM USINA BENEFICIAMENTO L8 - IIIA,2.0,0.0049,rejeito,261.0,contenção de rejeitos de mineração,MG,UBERABA,não se aplica,baixo,sim,não,não,não,não,não,não,não,operação,não,sim,Não
BARRAGEM USINA BENEFICIAMENTO L8 - IIIB,2.0,0.0039,rejeito,295.0,contenção de rejeitos de mineração,MG,UBERABA,não se aplica,baixo,sim,não,não,não,não,não,não,não,operação,não,sim,Não
Ipoema,7.5,0.0479,terra,104.0,contenção de rejeitos de mineração,MG,ITABIRA,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
01 PDE 01,12.0,0.00665135,enrocamento,30.0,contenção de rejeitos de mineração,MG,SABARÁ,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,inativa,não,sim,Não
Batatinha,10.0,0.02,concreto convencional,30.0,contenção de rejeitos de mineração,MG,RIO PIRACICABA,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,inativa,não,sim,Não
Pé de Serra,8.9,0.025,terra,90.0,contenção de rejeitos de mineração,MG,RIO PIRACICABA,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,inativa,não,sim,Não
2,10.0,0.015412700000000001,enrocamento,45.0,contenção de rejeitos de mineração,MG,BARÃO DE COCAIS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
A - PDE Nordeste,13.0,0.0024858899999999997,enrocamento,50.0,contenção de rejeitos de mineração,MG,BARÃO DE COCAIS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
B - PDE Nordeste,14.5,0.01402497,concreto convencional,126.0,contenção de rejeitos de mineração,MG,BARÃO DE COCAIS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,inativa,não,sim,Não
C - PDE Nordeste,8.0,0.01537728,enrocamento,32.0,contenção de rejeitos de mineração,MG,BARÃO DE COCAIS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
Fazendinha,8.0,0.0038307399999999996,enrocamento,45.0,contenção de rejeitos de mineração,MG,BARÃO DE COCAIS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
Ingleses,5.0,0.0036378200000000004,enrocamento,45.0,contenção de rejeitos de mineração,MG,BARÃO DE COCAIS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,inativa,não,sim,Não
Patrimônio,8.0,0.007210350000000001,terra,85.0,contenção de rejeitos de mineração,MG,BARÃO DE COCAIS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
JOAO PAULO,14.75,2.0,terra-enrocamento,150.0,contenção de rejeitos de mineração,MT,POCONÉ,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,inativa,não,sim,Não
RONDON,14.0,2.75,terra-enrocamento,250.0,contenção de rejeitos de mineração,MT,POCONÉ,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Sim
LU,2.0,2.0,terra-enrocamento,20.0,contenção de rejeitos de mineração,MT,POCONÉ,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
SANDRO GOMES ,8.0,2.0,terra-enrocamento,150.0,contenção de rejeitos de mineração,MT,POCONÉ,não se aplica,baixo,não,não,não,não,não,não,não,não,operação,não,sim,Não
Athayde,7.0,0.022569,terra,35.0,contenção de rejeitos de mineração,MG,SANTA BÁRBARA,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,inativa,não,sim,Não
Captação,8.2,0.000511,concreto convencional,27.5,contenção de rejeitos de mineração,MG,SANTA BÁRBARA,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
Pocilga,9.0,0.03855857,terra,100.0,contenção de rejeitos de mineração,MG,SANTA BÁRBARA,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,inativa,não,sim,Não
PDE Engano,7.0,0.01291254,terra,97.0,contenção de rejeitos de mineração,MG,MARIANA,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,inativa,não,sim,Não
PDE Lagoa Seca,11.4,0.010626159999999999,terra,49.0,contenção de rejeitos de mineração,MG,MARIANA,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,inativa,não,sim,Não
Barragem 101,3.0,0.0095422,terra,131.81,contenção de rejeitos de mineração,SC,IÇARA,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Captação Córrego das Almas,8.5,0.00216546,concreto convencional,15.0,contenção de rejeitos de mineração,MG,MARIANA,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
CB-3,4.9,0.002722,terra,32.55,contenção de rejeitos de mineração,MG,OURO PRETO,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Sim
Mata Porcos,7.15,0.007,concreto convencional,101.75,contenção de rejeitos de mineração,MG,ITABIRITO,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
COQUEIRAL,14.0,2.0,terra-enrocamento,220.0,contenção de rejeitos de mineração,MT,POCONÉ,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
1 Mina,8.5,0.149653,enrocamento,108.43,contenção de rejeitos de mineração,PA,CANAÃ DOS CARAJÁS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
Alain II,3.0,1.0,terra-enrocamento,220.0,contenção de rejeitos de mineração,MT,POCONÉ,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
BOM PASTOR,14.0,1.915,terra-enrocamento,280.0,contenção de rejeitos de mineração,MT,POCONÉ,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
OURINHOS I,14.9,1.8,terra-enrocamento,625.0,contenção de rejeitos de mineração,MT,POCONÉ,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
FRED,10.0,0.5,terra-enrocamento,100.0,contenção de rejeitos de mineração,MT,POCONÉ,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
CANGAS,11.5,0.95,terra-enrocamento,220.0,contenção de rejeitos de mineração,MT,POCONÉ,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
OREGON/SF,6.0,1.5,terra-enrocamento,180.0,contenção de rejeitos de mineração,MT,POCONÉ,não se aplica,baixo,sim,não,não,não,não,não,não,não,operação,não,sim,Não
MARANATA,14.5,0.69,terra-enrocamento,230.0,contenção de rejeitos de mineração,MT,POCONÉ,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,inativa,não,sim,Não
CHICO,8.0,0.7,terra-enrocamento,220.0,contenção de rejeitos de mineração,MT,POCONÉ,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique - Pilha de Rejeito,10.0,0.08,rejeito,285.0,contenção de rejeitos de mineração,MG,NOVA LIMA,não se aplica,baixo,não se aplica,não,não,não,não,sim,não,não,operação,não,sim,Não
Barragem Captação de Água,4.46,0.014,terra,125.0,contenção de rejeitos de mineração,MG,ITATIAIUÇU,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique 01 Serra Azul - Dique Vai e Volta 1,13.0,0.03,terra,68.0,contenção de rejeitos de mineração,MG,MATEUS LEME,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Barragem B3,10.0,0.02,terra,60.0,contenção de rejeitos de mineração,MG,BRUMADINHO,não se aplica,baixo,sim,não,não,sim,não,não,não,não,inativa,não,sim,Não
Dique IV,2.0,0.0002,terra,6.0,contenção de rejeitos de mineração,MG,BRUMADINHO,não se aplica,baixo,sim,não,não,sim,não,não,não,não,operação,não,sim,Não
Dique 02 Serra Azul - Dique Vai e Volta 2,12.0,0.045,terra,95.0,contenção de rejeitos de mineração,MG,MATEUS LEME,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique 03 Serra Azul - Dique Vai e Volta 3,11.45,0.076,terra,140.0,contenção de rejeitos de mineração,MG,MATEUS LEME,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique 06,12.0,0.05,terra,210.0,contenção de rejeitos de mineração,MG,ITATIAIUÇU,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique 13 - Pains,12.45,0.054,terra,120.0,contenção de rejeitos de mineração,MG,MATEUS LEME,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique 14,9.93,0.054,terra,165.0,contenção de rejeitos de mineração,MG,ITATIAIUÇU,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique do Asfalto,6.4,0.005,terra,90.0,contenção de rejeitos de mineração,MG,ITATIAIUÇU,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,inativa,não,sim,Não
Dique Couves (MUSA),8.8,0.0038,terra,71.5,contenção de rejeitos de mineração,MG,ITATIAIUÇU,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique da Divisa,10.0,0.00875,terra,108.0,contenção de rejeitos de mineração,MG,ITATIAIUÇU,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique da Oficina,12.0,0.01,terra,62.0,contenção de rejeitos de mineração,MG,MATEUS LEME,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique da Oficina II,9.4,0.0056,terra-enrocamento,52.0,contenção de rejeitos de mineração,MG,MATEUS LEME,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique Flotação,6.0,0.06,terra,390.0,contenção de rejeitos de mineração,MG,ITATIAIUÇU,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
Dique Intermediário,12.0,0.012,terra,170.0,contenção de rejeitos de mineração,MG,ITATIAIUÇU,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique Leste I,9.2,0.0151,terra,67.2,contenção de rejeitos de mineração,MG,MATEUS LEME,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique Leste II,10.6,0.0071,terra,117.5,contenção de rejeitos de mineração,MG,MATEUS LEME,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique Leste III,3.8,0.00135,terra,29.8,contenção de rejeitos de mineração,MG,MATEUS LEME,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique Mazano,10.0,0.01012,terra,82.0,contenção de rejeitos de mineração,MG,ITATIAIUÇU,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique Mazano II,12.0,0.0175,terra,90.0,contenção de rejeitos de mineração,MG,ITATIAIUÇU,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,inativa,não,sim,Não
Dique da Mineira,10.2,0.005,terra,144.0,contenção de rejeitos de mineração,MG,ITATIAIUÇU,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique BIV-3 - Dique Hércules,13.0,0.015524,terra,130.0,contenção de rejeitos de mineração,MG,ITATIAIUÇU,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique Unidade 1 - Dique MBL,14.5,0.0023,terra,126.0,contenção de rejeitos de mineração,MG,ITATIAIUÇU,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,inativa,não,sim,Não
Barramento 1 ,4.0,0.078,terra-enrocamento,110.5,contenção de rejeitos de mineração,SP,CAIEIRAS,não se aplica,baixo,não se aplica,não,não,não,não,sim,não,não,operação,não,sim,Não
Barragem A1,11.0,0.6,terra,190.0,contenção de rejeitos de mineração,PA,ORIXIMINÁ,não se aplica,baixo,sim,não,não,não,não,não,não,não,operação,não,sim,Sim
BARRAGEM POÇO FUNDO,2.88,0.012,concreto convencional,42.5,contenção de rejeitos de mineração,MG,CONGONHAS,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Barragem Água Fria,8.0,0.29,terra,162.0,contenção de rejeitos de mineração,PA,ORIXIMINÁ,não se aplica,baixo,sim,não,não,não,não,não,não,não,operação,não,sim,Sim
BARRAGEM DO LAGARTO,8.0,0.21,terra,145.0,contenção de rejeitos de mineração,MG,CONGONHAS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
Dique de Contenção de Finos,14.87,0.0108,terra-enrocamento,58.0,contenção de rejeitos de mineração,MG,NOVA LIMA,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
ADÃO RODUÍ,14.0,2.0,terra-enrocamento,200.0,contenção de rejeitos de mineração,MT,POCONÉ,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,inativa,não,sim,Não
TANQUE DE LAMA ,7.0,0.08,terra,12.0,contenção de rejeitos de mineração,SP,BOFETE,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,inativa,não,sim,Não
CAMPOS,12.0,2.0,terra-enrocamento,260.0,contenção de rejeitos de mineração,MT,POCONÉ,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
D-2,14.0,0.036,terra-enrocamento,130.0,contenção de rejeitos de mineração,MG,SENADOR MODESTINO GONÇALVES,não se aplica,baixo,sim,não,não,não,não,não,não,não,operação,não,sim,Não
1 Usina,7.0,0.034,terra,136.0,contenção de rejeitos de mineração,PA,CANAÃ DOS CARAJÁS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
3 Mina,14.61,0.141737,enrocamento,183.7,contenção de rejeitos de mineração,PA,CANAÃ DOS CARAJÁS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
Sul Pilha,12.0,0.50145387,enrocamento,557.78,contenção de rejeitos de mineração,PA,CANAÃ DOS CARAJÁS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
D-3,6.0,0.005,terra-enrocamento,15.0,contenção de rejeitos de mineração,MG,SENADOR MODESTINO GONÇALVES,não se aplica,baixo,sim,não,não,não,não,não,não,não,operação,não,sim,Não
Barragem 1,14.3,0.22,terra,130.0,contenção de rejeitos de mineração,MG,ARAXÁ,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
Barragem do Felipe,13.0,0.37,terra,100.0,contenção de rejeitos de mineração,AP,VITÓRIA DO JARI,não se aplica,baixo,sim,não,não,sim,não,não,não,não,operação,não,sim,Não
Barragem do Muriacá,10.0,0.352,terra,135.0,contenção de rejeitos de mineração,AP,VITÓRIA DO JARI,não se aplica,baixo,sim,não,não,sim,não,não,não,não,operação,não,sim,Não
0-2,14.3,59.856,terra,200.0,contenção de rejeitos de mineração,AM,PRESIDENTE FIGUEIREDO,não se aplica,baixo,sim,não,não,sim,não,não,não,não,inativa,sim,sim,Sim
22,6.0,6.51,terra,360.0,contenção de rejeitos de mineração,AM,PRESIDENTE FIGUEIREDO,não se aplica,baixo,sim,não,não,sim,não,não,não,não,inativa,sim,sim,Não
LAGOA FACEL 4 ,9.0,0.093,terra,1200.0,contenção de rejeitos de mineração,PA,ALMEIRIM,não se aplica,baixo,sim,não,não,sim,não,não,não,não,operação,não,sim,Não
30-1,8.0,3.86,terra,573.0,contenção de rejeitos de mineração,AM,PRESIDENTE FIGUEIREDO,não se aplica,baixo,sim,não,não,sim,não,não,não,não,inativa,sim,sim,Não
LAGOA FACEL 3,11.0,1.0,terra,700.0,contenção de rejeitos de mineração,PA,ALMEIRIM,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
42,4.9,4.02,terra,215.0,contenção de rejeitos de mineração,AM,PRESIDENTE FIGUEIREDO,não se aplica,baixo,sim,não,não,sim,não,não,não,não,inativa,sim,sim,Não
68-1,6.0,2.58,terra,164.0,contenção de rejeitos de mineração,AM,PRESIDENTE FIGUEIREDO,não se aplica,baixo,sim,não,não,sim,não,não,não,não,inativa,não,sim,Sim
69,5.0,3.5,terra,242.0,contenção de rejeitos de mineração,AM,PRESIDENTE FIGUEIREDO,não se aplica,baixo,sim,não,não,sim,não,não,não,não,inativa,sim,sim,Não
75-1,4.0,2.91,terra,231.0,contenção de rejeitos de mineração,AM,PRESIDENTE FIGUEIREDO,não se aplica,baixo,sim,não,não,sim,não,não,não,não,inativa,não,sim,Sim
Barragem B2,10.0,0.061,enrocamento,131.0,contenção de rejeitos de mineração,MG,ITABIRITO,não se aplica,baixo,sim,não,não,sim,não,não,não,não,operação,não,sim,Não
Barragem B3,14.0,0.108879,enrocamento,52.0,contenção de rejeitos de mineração,MG,ITABIRITO,não se aplica,baixo,sim,não,não,não,não,não,não,não,operação,não,sim,Não
Barramento 10,2.9,0.01067,terra-enrocamento,12.0,contenção de rejeitos de mineração,PA,CANAÃ DOS CARAJÁS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
E60 Tartaruga,6.5,0.002001,terra-enrocamento,132.0,contenção de rejeitos de mineração,PA,CANAÃ DOS CARAJÁS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
Bacia C Usina,7.3,0.030114,terra,211.0,contenção de rejeitos de mineração,PA,CANAÃ DOS CARAJÁS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
Barramento 7,2.4,0.002467,terra-enrocamento,38.0,contenção de rejeitos de mineração,PA,CANAÃ DOS CARAJÁS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
Barramento 8,2.4,0.004511,terra-enrocamento,38.0,contenção de rejeitos de mineração,PA,CANAÃ DOS CARAJÁS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
Lagoa Progeo,2.5,0.02152,terra-enrocamento,160.0,contenção de rejeitos de mineração,PA,CANAÃ DOS CARAJÁS,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Barragem Santa Helena,14.0,0.0081,rejeito,134.0,contenção de rejeitos de mineração,BA,VITÓRIA DA CONQUISTA,não se aplica,baixo,sim,não,não,não,não,não,não,não,operação,não,sim,Não
PORTO-4A,8.0,0.9339,terra,1472.0,contenção de rejeitos de mineração,SP,MOGI DAS CRUZES,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Dique Santa Rita,5.0,0.246848,enrocamento,183.0,contenção de rejeitos de mineração,BA,ITAGIBÁ,não se aplica,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
SANTO ANTÔNIO,13.0,0.2,terra-enrocamento,70.0,contenção de rejeitos de mineração,MG,ANTÔNIO DIAS,não se aplica,baixo,não se aplica,não,não,sim,não,não,não,não,operação,não,sim,Não
